timestamp_utc,Sim/Real Mode,Vehicle Mode,Latitude [deg],Longitude [deg],Altitude [m],Speed [m/s],Course [deg],Heading [deg],Roll [deg],Pitch [deg],Yaw [deg],Heading Status,Source,GNSS Fix Type (sys),Target Heading [deg],Cross-Track Error [m],Heading Error [deg],KP (chainage) [m],Motor Port [%],Motor Starboard [%],Distance to WP [m]
2026-06-12T11:35:01.636Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.128,40.916,102.918,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:01.733Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.01,40.916,102.918,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:01.833Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.077,40.916,102.918,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:01.933Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.109,40.916,102.918,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:02.033Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.268,40.916,102.918,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:02.133Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.222,40.916,102.918,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:02.233Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.098,40.916,102.918,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:02.333Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,237.955,40.916,102.918,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:02.433Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,237.952,40.916,102.918,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:02.533Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.062,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:02.633Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.337,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:02.733Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.096,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:02.833Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.13,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:02.933Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.072,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:03.033Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.245,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:03.133Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,237.932,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:03.233Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.035,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:03.333Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.06,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:03.433Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.029,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:03.533Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.056,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:03.633Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,238.124,40.916,102.604,-8205.774,M,sensor,0,,,,,0,0,
2026-06-12T11:35:03.733Z,REAL,MANUAL,0.0,0.0,0.0,0.0,0.0,237.987,40.601,102.604,-8205.774,M,sensor,0,,,,,0,0,
