timestamp_utc,Sim/Real Mode,Vehicle Mode,Latitude [deg],Longitude [deg],Altitude [m],Speed [m/s],Course [deg],Heading [deg],Roll [deg],Pitch [deg],Yaw [deg],Heading Status,Source,GNSS Fix Type (sys),Target Heading [deg],Cross-Track Error [m],Heading Error [deg],KP (chainage) [m],Motor Port [%],Motor Starboard [%],Distance to WP [m]
2026-06-11T15:52:33.454Z,,,,,,,,,,,,,,,,,,,,,
2026-06-11T15:52:33.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:33.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:33.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:33.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:33.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:34.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:34.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:34.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:34.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:34.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:34.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:34.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:34.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:34.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:34.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:35.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:35.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:35.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:35.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:35.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:35.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:35.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:35.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:35.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:35.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:36.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:36.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:36.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:36.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:36.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:36.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:36.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:36.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:36.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:36.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:37.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:37.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:37.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:37.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:37.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:37.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:37.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:37.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:37.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:37.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:38.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:38.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:38.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:38.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:38.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:38.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:38.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:38.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:38.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:38.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:39.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:39.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:39.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:39.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:39.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:39.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:39.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:39.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:39.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:39.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:40.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:40.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:40.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:40.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:40.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:40.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:40.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:40.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:40.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:40.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:41.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:41.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:41.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:41.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:41.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:41.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:41.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:41.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:41.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:41.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:42.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:42.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:42.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:42.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:42.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:42.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:42.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:42.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:42.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:42.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:43.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:43.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:43.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:43.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:43.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:43.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:43.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:43.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:43.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:43.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:44.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:44.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:44.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:44.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:44.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:44.548Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:44.648Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:44.748Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:44.848Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:44.948Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:45.048Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:45.148Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:45.248Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:45.348Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
2026-06-11T15:52:45.448Z,REAL,MANUAL,,,,,,,,,,,,0,,,,,,,
